File,Entries,Mean,Max Energy,E0,Thickness (m),Energy P,HITS P,Intensity,Coeff
E774.root,6250,0.943469,0.943469,0.94346934,7.00E-07,1.00000036,0.625,0.625000225,6.71E+05
E505.root,6250,0.948187,0.948187,0.94818668,7.00E-07,0.999999663,0.625,0.624999789,6.71E+05
E516.root,6311,0.952928,0.952928,0.95292762,7.00E-07,0.999999601,0.6311,0.631099748,6.58E+05
E527.root,6342,0.957692,0.957692,0.95769226,7.00E-07,1.000000271,0.6342,0.634200172,6.51E+05
E538.root,6394,0.962481,0.962481,0.96248072,7.00E-07,0.999999709,0.6394,0.639399814,6.39E+05
E549.root,6424,0.967293,0.967293,0.96729312,7.00E-07,1.000000124,0.6424,0.64240008,6.32E+05
E560.root,6363,0.97213,0.97213,0.97212959,7.00E-07,0.999999578,0.6363,0.636299732,6.46E+05
E571.root,6525,0.97699,0.97699,0.97699023,7.00E-07,1.000000235,0.6525,0.652500154,6.10E+05
E582.root,6432,0.981875,0.981875,0.98187519,7.00E-07,1.000000194,0.6432,0.643200124,6.30E+05
E593.root,6453,0.986785,0.986785,0.98678456,7.00E-07,0.999999554,0.6453,0.645299712,6.26E+05
E604.root,6581,0.991718,0.991718,0.99171848,7.00E-07,1.000000484,0.6581,0.658100319,5.98E+05
E616.root,6497,0.996677,0.996677,0.99667708,7.00E-07,1.00000008,0.6497,0.649700052,6.16E+05
E627.root,6546,1.00166,1.00166,1.0016605,7.00E-07,1.000000499,0.6546,0.654600327,6.05E+05
E638.root,6586,1.00667,1.00667,1.0066688,7.00E-07,0.999998808,0.6586,0.658599215,5.97E+05
E649.root,6616,1.011547639,1.0117,1.0117021,7.00E-07,1.000152698,0.6616,0.661701025,5.90E+05
E660.root,6613,1.01676,1.01676,1.0167606,7.00E-07,1.00000059,0.6613,0.66130039,5.91E+05
E671.root,6757,1.02184,1.02184,1.0218444,7.00E-07,1.000004306,0.6757,0.67570291,5.60E+05
E682.root,6625,1.02695,1.02695,1.0269536,7.00E-07,1.000003506,0.6625,0.662502322,5.88E+05
E693.root,6704,1.03209,1.03209,1.0320884,7.00E-07,0.99999845,0.6704,0.670398961,5.71E+05
E704.root,6750,1.037101667,1.03725,1.0372489,7.00E-07,1.000141966,0.675,0.675095827,5.61E+05
E707.root,6785,1.041989695,1.04244,1.0424351,7.00E-07,1.000427456,0.6785,0.678790029,5.53E+05
E709.root,6813,1.047341177,1.04765,1.0476473,7.00E-07,1.000292286,0.6813,0.681499134,5.48E+05
E710.root,6876,1.052587385,1.05289,1.0528855,7.00E-07,1.000283221,0.6876,0.687794743,5.35E+05
E711.root,6863,1.05784786,1.05815,1.0581499,7.00E-07,1.000285523,0.6863,0.686495955,5.37E+05
E712.root,6844,1.063112396,1.06344,1.0634407,7.00E-07,1.000308814,0.6844,0.684611352,5.41E+05
E713.root,6918,1.068456224,1.06876,1.0687579,7.00E-07,1.000282348,0.6918,0.691995328,5.26E+05
E714.root,6863,1.073932673,1.0741,1.0741017,7.00E-07,1.000157391,0.6863,0.686408017,5.38E+05
E715.root,6940,1.079142889,1.07947,1.0794722,7.00E-07,1.00030516,0.694,0.694211781,5.21E+05
E716.root,6969,1.084703198,1.08487,1.0848695,7.00E-07,1.000153316,0.6969,0.697006846,5.16E+05
E717.root,6914,1.089660386,1.09029,1.0902939,7.00E-07,1.000581387,0.6914,0.691801971,5.26E+05
E718.root,7034,1.095456165,1.09575,1.0957454,7.00E-07,1.000264032,0.7034,0.70358572,5.02E+05
E720.root,7089,1.100732116,1.10122,1.1012241,7.00E-07,1.000446961,0.7089,0.70921685,4.91E+05
E721.root,7030,1.10614009,1.10673,1.1067302,7.00E-07,1.000533486,0.703,0.70337504,5.03E+05
E722.root,7130,1.111646801,1.11226,1.1122639,7.00E-07,1.000555121,0.713,0.713395802,4.82E+05
E723.root,7201,1.117086565,1.11783,1.1178252,7.00E-07,1.000661216,0.7201,0.720576141,4.68E+05
E724.root,7053,1.122660168,1.12341,1.1234143,7.00E-07,1.000671737,0.7053,0.705773776,4.98E+05
E725.root,7122,1.128256881,1.12903,1.1290314,7.00E-07,1.000686474,0.7122,0.712688907,4.84E+05
E726.root,7211,1.134207947,1.13468,1.1346765,7.00E-07,1.00041311,0.7211,0.721397894,4.67E+05
E727.root,7186,1.13860087,1.14035,1.1403499,7.00E-07,1.001536122,0.7186,0.719703857,4.70E+05
E728.root,7284,1.144989831,1.14605,1.1460517,7.00E-07,1.000927405,0.7284,0.729075522,4.51E+05
E729.root,7231,1.150545915,1.15178,1.1517819,7.00E-07,1.00107426,0.7231,0.723876797,4.62E+05
E731.root,7344,1.156277119,1.15754,1.1575408,7.00E-07,1.001092888,0.7344,0.735202617,4.39E+05
E732.root,7189,1.161578682,1.16333,1.1633285,7.00E-07,1.001506414,0.7189,0.719982961,4.69E+05
E733.root,7314,1.167136549,1.16915,1.1691452,7.00E-07,1.001721008,0.7314,0.732658745,4.44E+05
E734.root,7366,1.173356347,1.17499,1.1749909,7.00E-07,1.001393058,0.7366,0.737626126,4.35E+05
E735.root,7377,1.17968373,1.18087,1.1808659,7.00E-07,1.001002108,0.7377,0.738439255,4.33E+05
E736.root,7392,1.185695697,1.18677,1.1867702,7.00E-07,1.000906222,0.7392,0.739869879,4.30E+05
E737.root,7436,1.191672105,1.1927,1.192704,7.00E-07,1.000865922,0.7436,0.7442439,4.22E+05
E738.root,7428,1.196942293,1.19867,1.1986676,7.00E-07,1.001441429,0.7428,0.743870693,4.23E+05
E739.root,7410,1.203389855,1.20466,1.2046609,7.00E-07,1.00105622,0.741,0.741782659,4.27E+05
E740.root,7409,1.209305667,1.21068,1.2106842,7.00E-07,1.001139938,0.7409,0.74174458,4.27E+05
E742.root,7469,1.214326536,1.21674,1.2167376,7.00E-07,1.001985515,0.7469,0.748382981,4.14E+05
E743.root,7485,1.220678584,1.22282,1.2228213,7.00E-07,1.001755348,0.7485,0.749813878,4.11E+05
E744.root,7546,1.226829088,1.22894,1.2289354,7.00E-07,1.001716875,0.7546,0.755895554,4.00E+05
E745.root,7460,1.232741548,1.23508,1.2350801,7.00E-07,1.001897033,0.746,0.747415187,4.16E+05
E746.root,7525,1.239393003,1.24126,1.2412555,7.00E-07,1.001502749,0.7525,0.753630819,4.04E+05
E747.root,7654,1.244148165,1.24746,1.2474618,7.00E-07,1.002663377,0.7654,0.767438548,3.78E+05
E748.root,7639,1.252200846,1.2537,1.2536991,7.00E-07,1.001196497,0.7639,0.764814004,3.83E+05
E749.root,7561,1.257773898,1.25997,1.2599676,7.00E-07,1.001744115,0.7561,0.757418725,3.97E+05
E750.root,7663,1.263743398,1.26627,1.2662674,7.00E-07,1.001997242,0.7663,0.767830487,3.77E+05
E751.root,7780,1.269925546,1.2726,1.2725988,7.00E-07,1.002105048,0.778,0.779637727,3.56E+05
E753.root,7787,1.275341649,1.27896,1.2789618,7.00E-07,1.002838573,0.7787,0.780910397,3.53E+05
E754.root,7717,1.281886024,1.28536,1.2853566,7.00E-07,1.002707398,0.7717,0.773789299,3.66E+05
E755.root,7767,1.287705322,1.29178,1.2917833,7.00E-07,1.003166857,0.7767,0.779159697,3.56E+05
E756.root,7741,1.295402576,1.29824,1.2982423,7.00E-07,1.002192156,0.7741,0.775796948,3.63E+05
E757.root,7741,1.301103679,1.30473,1.3047335,7.00E-07,1.002789802,0.7741,0.776259585,3.62E+05
E758.root,7780,1.308232169,1.31126,1.3112571,7.00E-07,1.002312228,0.778,0.779798913,3.55E+05
E759.root,7829,1.314999795,1.31781,1.3178134,7.00E-07,1.002139624,0.7829,0.784575112,3.47E+05
E760.root,7809,1.320803217,1.3244,1.3244025,7.00E-07,1.002725071,0.7809,0.783028008,3.49E+05
E761.root,7874,1.328870398,1.33102,1.3310245,7.00E-07,1.001621002,0.7874,0.788676377,3.39E+05
E762.root,7906,1.333595273,1.33768,1.3376796,7.00E-07,1.003062644,0.7906,0.793021326,3.31E+05
E764.root,7958,1.340639608,1.34437,1.344368,7.00E-07,1.002781055,0.7958,0.798013163,3.22E+05
E765.root,7902,1.347715983,1.35109,1.3510899,7.00E-07,1.002503433,0.7902,0.792178213,3.33E+05
E766.root,7893,1.354711244,1.35785,1.3578453,7.00E-07,1.002313449,0.7893,0.791126006,3.35E+05
E767.root,7971,1.360701806,1.36463,1.3646345,7.00E-07,1.002890195,0.7971,0.799403775,3.20E+05
E768.root,7979,1.367453456,1.37146,1.3714577,7.00E-07,1.002928249,0.7979,0.80023645,3.18E+05
E769.root,7969,1.373540663,1.37831,1.378315,7.00E-07,1.003475934,0.7969,0.799669972,3.19E+05
E770.root,8053,1.381114249,1.38521,1.3852066,7.00E-07,1.002963079,0.8053,0.807686168,3.05E+05
E771.root,8024,1.387228115,1.39213,1.3921326,7.00E-07,1.003535457,0.8024,0.80523685,3.09E+05
E772.root,8013,1.395469523,1.39909,1.3990933,7.00E-07,1.002596816,0.8013,0.803380828,3.13E+05
E773.root,8088,1.401536581,1.40609,1.4060887,7.00E-07,1.003247949,0.8088,0.811426941,2.99E+05
E775.root,8070,1.409225648,1.41312,1.4131192,7.00E-07,1.002762902,0.807,0.809229662,3.02E+05
E776.root,8083,1.415729738,1.42018,1.4201848,7.00E-07,1.003146831,0.8083,0.810843583,3.00E+05
E777.root,8161,1.422735861,1.42729,1.4272857,7.00E-07,1.003197951,0.8161,0.818709847,2.86E+05
E778.root,8103,1.429425045,1.43442,1.4344221,7.00E-07,1.00349585,0.8103,0.813132687,2.96E+05
E779.root,8095,1.436910107,1.44159,1.4415942,7.00E-07,1.003259837,0.8095,0.812138838,2.97E+05
E780.root,8232,1.442764444,1.4488,1.4488022,7.00E-07,1.004184852,0.8232,0.82664497,2.72E+05
E781.root,8091,1.451940341,1.45605,1.4560462,7.00E-07,1.002827843,0.8091,0.811388008,2.99E+05
E782.root,8187,1.459730058,1.46333,1.4633265,7.00E-07,1.002463772,0.8187,0.82071709,2.82E+05
E783.root,8232,1.466508625,1.47064,1.4706431,7.00E-07,1.002819264,0.8232,0.825520818,2.74E+05
E784.root,8239,1.474201884,1.478,1.4779963,7.00E-07,1.002573878,0.8239,0.826020618,2.73E+05
E506.root,8287,1.481323118,1.48539,1.4853863,7.00E-07,1.002742941,0.8287,0.830973075,2.65E+05
E507.root,8315,1.488310779,1.49281,1.4928132,7.00E-07,1.003025189,0.8315,0.834015444,2.59E+05
E508.root,8318,1.4950317,1.50028,1.5002773,7.00E-07,1.003508688,0.8318,0.834718527,2.58E+05
E509.root,8358,1.50217301,1.50778,1.5077787,7.00E-07,1.003731721,0.8358,0.838918972,2.51E+05
E510.root,8320,1.510774928,1.51532,1.5153176,7.00E-07,1.003006849,0.832,0.834501698,2.58E+05
E511.root,8295,1.517600468,1.52289,1.5228942,7.00E-07,1.003488225,0.8295,0.832393483,2.62E+05
E512.root,8385,1.524782089,1.53051,1.5305086,7.00E-07,1.003755626,0.8385,0.841649092,2.46E+05
E513.root,8381,1.532467823,1.53816,1.5381612,7.00E-07,1.003715169,0.8381,0.841213683,2.47E+05
E514.root,8339,1.542092584,1.54585,1.545852,7.00E-07,1.002437867,0.8339,0.835932937,2.56E+05
E515.root,8429,1.547838853,1.55358,1.5535812,7.00E-07,1.003709913,0.8429,0.846027085,2.39E+05
E517.root,8388,1.556199425,1.56135,1.5613491,7.00E-07,1.003309136,0.8388,0.841575703,2.46E+05
E518.root,8416,1.563762668,1.56916,1.5691559,7.00E-07,1.003448881,0.8416,0.844502579,2.41E+05
E519.root,8479,1.570616897,1.577,1.5770017,7.00E-07,1.004065156,0.8479,0.851346846,2.30E+05
E520.root,8469,1.578403837,1.58489,1.5848867,7.00E-07,1.004107227,0.8469,0.850378411,2.32E+05
E521.root,8521,1.585877764,1.59281,1.5928111,7.00E-07,1.004371923,0.8521,0.855825316,2.22E+05
E522.root,8469,1.594384422,1.60078,1.6007752,7.00E-07,1.004008304,0.8469,0.850294633,2.32E+05
E523.root,8509,1.603066116,1.60878,1.608779,7.00E-07,1.003563723,0.8509,0.853932372,2.26E+05
E524.root,8482,1.610117513,1.61682,1.6168229,7.00E-07,1.004164533,0.8482,0.851732357,2.29E+05
E525.root,8553,1.618354268,1.62491,1.624907,7.00E-07,1.00404901,0.8553,0.858763118,2.18E+05
E526.root,8545,1.626587581,1.63303,1.6330316,7.00E-07,1.00396168,0.8545,0.857885255,2.19E+05
E528.root,8538,1.634679798,1.6412,1.6411967,7.00E-07,1.003986654,0.8538,0.857203805,2.20E+05
E529.root,8558,1.640309029,1.6494,1.6494027,7.00E-07,1.005543877,0.8558,0.86054445,2.15E+05
E530.root,8579,1.650286701,1.65765,1.6576497,7.00E-07,1.004461648,0.8579,0.861727648,2.13E+05
E531.root,8587,1.659241007,1.66594,1.665938,7.00E-07,1.004036179,0.8587,0.862165867,2.12E+05
E532.root,8608,1.667744712,1.67427,1.6742677,7.00E-07,1.003911263,0.8608,0.864166815,2.09E+05
E533.root,8674,1.675594959,1.68264,1.682639,7.00E-07,1.004203904,0.8674,0.871046467,1.97E+05
E534.root,8636,1.684748558,1.69105,1.6910522,7.00E-07,1.003741592,0.8636,0.866831239,2.04E+05
E535.root,8669,1.693467259,1.69951,1.6995075,7.00E-07,1.003566789,0.8669,0.86999205,1.99E+05
E536.root,8649,1.70267621,1.70801,1.708005,7.00E-07,1.003129656,0.8649,0.867606839,2.03E+05
E537.root,8640,1.708394534,1.71655,1.716545,7.00E-07,1.004770834,0.864,0.868122,2.02E+05
E539.root,8726,1.717944377,1.72513,1.7251278,7.00E-07,1.004181406,0.8726,0.876248695,1.89E+05
E540.root,8688,1.727514658,1.73375,1.7337534,7.00E-07,1.003611397,0.8688,0.871937582,1.96E+05
E541.root,8706,1.734962113,1.74242,1.7424222,7.00E-07,1.004299856,0.8706,0.874343455,1.92E+05
E542.root,8737,1.743689629,1.75113,1.7511343,7.00E-07,1.004269493,0.8737,0.877430256,1.87E+05
E543.root,8736,1.752302528,1.75989,1.7598899,7.00E-07,1.004329944,0.8736,0.877382639,1.87E+05
E544.root,8799,1.762071764,1.76869,1.7686894,7.00E-07,1.0037556,0.8799,0.883204552,1.77E+05
E545.root,8775,1.769832704,1.77753,1.7775328,7.00E-07,1.004350748,0.8775,0.881317781,1.80E+05
E546.root,8819,1.778608332,1.78642,1.7864205,7.00E-07,1.004392292,0.8819,0.885773563,1.73E+05
E547.root,8847,1.787348574,1.79535,1.7953526,7.00E-07,1.004478156,0.8847,0.888661825,1.69E+05
E548.root,8825,1.795675752,1.80433,1.8043294,7.00E-07,1.00481916,0.8825,0.886752908,1.72E+05
E550.root,8827,1.800742467,1.80885,1.8088491,7.00E-07,1.004501828,0.8827,0.886673764,1.72E+05
E551.root,8889,1.800954252,1.80955,1.809551,7.00E-07,1.004773441,0.8889,0.893143111,1.61E+05
E552.root,6980,1.805915152,1.81335,1.813351,7.00E-07,1.004117496,0.698,0.700874012,5.08E+05
E553.root,6930,1.814939675,1.82242,1.8224178,7.00E-07,1.004120316,0.693,0.695855379,5.18E+05
E554.root,6950,1.824472302,1.83153,1.8315299,7.00E-07,1.003868296,0.695,0.697688465,5.14E+05
E555.root,7037,1.832611845,1.84069,1.8406875,7.00E-07,1.004406637,0.7037,0.70680095,4.96E+05
E556.root,7025,1.842042182,1.84989,1.8498909,7.00E-07,1.004260879,0.7025,0.705493267,4.98E+05
E557.root,7100,1.849886185,1.85914,1.8591404,7.00E-07,1.005002586,0.71,0.713551836,4.82E+05
E558.root,7119,1.859978116,1.86844,1.8684361,7.00E-07,1.004547357,0.7119,0.715137263,4.79E+05
E559.root,7056,1.862172873,1.87094,1.8709394,7.00E-07,1.004707687,0.7056,0.708921744,4.91E+05
E561.root,7030,1.865661282,1.87226,1.8722607,7.00E-07,1.003537308,0.703,0.705486727,4.98E+05
E562.root,6449,1.868099618,1.87778,1.8777783,7.00E-07,1.005181031,0.6449,0.648241247,6.19E+05
E563.root,6500,1.879275902,1.88717,1.8871672,7.00E-07,1.004199116,0.65,0.652729426,6.09E+05
E564.root,6431,1.888497799,1.8966,1.896603,7.00E-07,1.004291877,0.6431,0.645860106,6.25E+05
E565.root,6594,1.897765948,1.90609,1.906086,7.00E-07,1.00438413,0.6594,0.662290895,5.89E+05
E566.root,6480,1.90495175,1.91562,1.9156165,7.00E-07,1.005598436,0.648,0.651627786,6.12E+05
E567.root,6388,1.914805996,1.92519,1.9251945,7.00E-07,1.005425356,0.6388,0.642265717,6.33E+05
E568.root,6435,1.927050452,1.93482,1.9348205,7.00E-07,1.004032094,0.6435,0.646094652,6.24E+05
E569.root,6408,1.93541737,1.94449,1.9444946,7.00E-07,1.004690063,0.6408,0.643805393,6.29E+05
E570.root,6423,1.946090652,1.95422,1.9542171,7.00E-07,1.004175781,0.6423,0.644982104,6.26E+05
E572.root,6343,1.954429035,1.96399,1.9639882,7.00E-07,1.004891027,0.6343,0.637402378,6.43E+05
E573.root,6425,1.964256548,1.97381,1.9738081,7.00E-07,1.00486268,0.6425,0.645624272,6.25E+05
E574.root,6411,1.977044074,1.98368,1.9836772,7.00E-07,1.003355072,0.6411,0.643250937,6.30E+05
E575.root,6393,1.986055243,1.9936,1.9935955,7.00E-07,1.0037966,0.6393,0.641727166,6.34E+05
E576.root,6424,1.993353402,2.00356,2.0035635,7.00E-07,1.005122071,0.6424,0.645690419,6.25E+05
E577.root,6379,2.004967997,2.01358,2.0135813,7.00E-07,1.00429598,0.6379,0.640640406,6.36E+05
E578.root,6529,2.011911741,2.02365,2.0236492,7.00E-07,1.005833983,0.6529,0.656709008,6.01E+05
E579.root,6553,2.02351699,2.03377,2.0337675,7.00E-07,1.00506569,0.6553,0.658619547,5.97E+05
E580.root,6475,2.033214894,2.04394,2.0439363,7.00E-07,1.00527313,0.6475,0.650914352,6.13E+05
E581.root,6535,2.043825014,2.05416,2.054156,7.00E-07,1.005054731,0.6535,0.656803267,6.01E+05
E583.root,6535,2.052686378,2.06443,2.0644268,7.00E-07,1.00571954,0.6535,0.657237719,6.00E+05
E584.root,6605,2.065494063,2.07475,2.0747489,7.00E-07,1.004480689,0.6605,0.663459495,5.86E+05
E585.root,6675,2.073795279,2.08512,2.0851227,7.00E-07,1.005462169,0.6675,0.671145998,5.70E+05
E586.root,6723,2.08807278,2.09555,2.0955483,7.00E-07,1.003580105,0.6723,0.674706905,5.62E+05
E587.root,6719,2.096285794,2.10603,2.106026,7.00E-07,1.004646411,0.6719,0.675021924,5.61E+05
E588.root,6781,2.10712935,2.11656,2.1165562,7.00E-07,1.004473788,0.6781,0.681133676,5.49E+05
E589.root,6782,2.117871526,2.12714,2.1271389,7.00E-07,1.004375796,0.6782,0.681167665,5.48E+05
E590.root,6759,2.126314294,2.13777,2.1377746,7.00E-07,1.005389752,0.6759,0.679542933,5.52E+05
E591.root,6827,2.13757539,2.14846,2.1484635,7.00E-07,1.005093673,0.6827,0.686177451,5.38E+05
E592.root,6967,2.149718242,2.15921,2.1592058,7.00E-07,1.004413396,0.6967,0.699774813,5.10E+05
E594.root,6898,2.15950898,2.17,2.1700018,7.00E-07,1.004858892,0.6898,0.693151663,5.24E+05
E595.root,6924,2.172037344,2.18085,2.1808519,7.00E-07,1.004058197,0.6924,0.695209896,5.19E+05
E596.root,6900,2.183572525,2.19176,2.1917561,7.00E-07,1.003747792,0.69,0.692585976,5.25E+05
E597.root,6964,2.190509184,2.20271,2.2027149,7.00E-07,1.005572091,0.6964,0.700280404,5.09E+05
E598.root,7064,2.203833114,2.21373,2.2137285,7.00E-07,1.00449008,0.7064,0.709571792,4.90E+05
E599.root,7048,2.21566424,2.2248,2.2247971,7.00E-07,1.004121951,0.7048,0.707705151,4.94E+05
E600.root,7063,2.225620663,2.23592,2.2359211,7.00E-07,1.004628119,0.7063,0.70956884,4.90E+05
E601.root,7126,2.237365015,2.2471,2.2471007,7.00E-07,1.004351407,0.7126,0.715700812,4.78E+05
E602.root,7105,2.246831885,2.25834,2.2583362,7.00E-07,1.005120238,0.7105,0.714137929,4.81E+05
E603.root,7186,2.259849622,2.26963,2.2696279,7.00E-07,1.00432696,0.7186,0.721709353,4.66E+05
E605.root,7228,2.268182768,2.27865,2.2786505,7.00E-07,1.00461503,0.7228,0.726135744,4.57E+05
E606.root,7204,2.267778055,2.28098,2.280976,7.00E-07,1.005819769,0.7204,0.724592562,4.60E+05
E607.root,6880,2.271764547,2.28335,2.2833493,7.00E-07,1.005099451,0.688,0.691508423,5.27E+05
E608.root,6948,2.278539126,2.29238,2.2923809,7.00E-07,1.006074846,0.6948,0.699020803,5.12E+05
E609.root,6896,2.291605302,2.30384,2.3038428,7.00E-07,1.005340142,0.6896,0.693282562,5.23E+05
E610.root,6972,2.305607184,2.31536,2.315362,7.00E-07,1.00423091,0.6972,0.70014979,5.09E+05
E611.root,6957,2.316259243,2.32694,2.3269388,7.00E-07,1.004610692,0.6957,0.698907658,5.12E+05
E612.root,6922,2.327343514,2.33857,2.3385735,7.00E-07,1.004825238,0.6922,0.69554003,5.19E+05
E613.root,7060,2.33986476,2.35027,2.3502664,7.00E-07,1.004445402,0.706,0.709138454,4.91E+05
E614.root,7085,2.349939231,2.36202,2.3620177,7.00E-07,1.005139907,0.7085,0.712141624,4.85E+05
E617.root,7110,2.363618878,2.37383,2.3738278,7.00E-07,1.004319191,0.711,0.714070945,4.81E+05
E618.root,7145,2.373932807,2.3857,2.385697,7.00E-07,1.004955571,0.7145,0.718040756,4.73E+05
E619.root,7108,2.388630129,2.39763,2.3976254,7.00E-07,1.00376587,0.7108,0.713476781,4.82E+05
E620.root,7209,2.400090294,2.40961,2.4096136,7.00E-07,1.003967895,0.7209,0.723760455,4.62E+05
E621.root,7210,2.40879062,2.42166,2.4216616,7.00E-07,1.005343337,0.721,0.724852546,4.60E+05
E622.root,7312,2.42257804,2.43377,2.4337699,7.00E-07,1.004619814,0.7312,0.734578008,4.41E+05
E623.root,7309,2.435310223,2.44594,2.4459388,7.00E-07,1.004364363,0.7309,0.734089913,4.42E+05
E624.root,7258,2.445214328,2.45817,2.4581685,7.00E-07,1.005297765,0.7258,0.729645118,4.50E+05
E625.root,7340,2.457494227,2.47046,2.4704593,7.00E-07,1.005275729,0.734,0.737872385,4.34E+05
E626.root,7312,2.47043452,2.48281,2.4828116,7.00E-07,1.005010082,0.7312,0.734863372,4.40E+05
E628.root,7360,2.48123116,2.49523,2.4952257,7.00E-07,1.00564016,0.736,0.740151158,4.30E+05
E629.root,7414,2.496565412,2.5077,2.5077018,7.00E-07,1.004460683,0.7414,0.744707151,4.21E+05
E630.root,7371,2.508750516,2.52024,2.5202403,7.00E-07,1.004579883,0.7371,0.740475832,4.29E+05
E631.root,7522,2.521014186,2.53284,2.5328415,7.00E-07,1.00469149,0.7522,0.755728939,4.00E+05
E632.root,7439,2.53279758,2.54551,2.5455057,7.00E-07,1.005017424,0.7439,0.747632462,4.15E+05
E633.root,7502,2.548394304,2.55823,2.5582333,7.00E-07,1.003860861,0.7502,0.753096418,4.05E+05
E634.root,7517,2.557637658,2.57102,2.5710244,7.00E-07,1.005234026,0.7517,0.755634417,4.00E+05
E635.root,7546,2.560654513,2.57166,2.5716555,7.00E-07,1.004296162,0.7546,0.757841884,3.96E+05
E636.root,7418,2.566855752,2.57814,2.5781443,7.00E-07,1.004397812,0.7418,0.745062297,4.20E+05
E637.root,7431,2.571548457,2.58388,2.5838796,7.00E-07,1.004795221,0.7431,0.746663329,4.17E+05
E639.root,7523,2.582355144,2.5968,2.596799,7.00E-07,1.005593288,0.7523,0.756507831,3.99E+05
E640.root,7522,2.599251692,2.60978,2.6097829,7.00E-07,1.004051631,0.7522,0.755247637,4.01E+05
E641.root,7467,2.611434994,2.62283,2.6228319,7.00E-07,1.004364231,0.7467,0.749958771,4.11E+05
E642.root,7567,2.623179101,2.63595,2.635946,7.00E-07,1.004866957,0.7567,0.760382826,3.91E+05
E643.root,7597,2.63602179,2.64913,2.6491257,7.00E-07,1.004971093,0.7597,0.76347654,3.86E+05
E644.root,7588,2.649372557,2.66237,2.6623714,7.00E-07,1.004906385,0.7588,0.762522965,3.87E+05
E645.root,7618,2.664767331,2.67568,2.6756832,7.00E-07,1.004096369,0.7618,0.764920614,3.83E+05
E646.root,7623,2.678655843,2.68906,2.6890617,7.00E-07,1.003884731,0.7623,0.76526133,3.82E+05
E647.root,7718,2.691898863,2.70251,2.702507,7.00E-07,1.003940764,0.7718,0.774841481,3.64E+05
E648.root,7670,2.703818005,2.71602,2.7160195,7.00E-07,1.004512691,0.767,0.770461234,3.73E+05
E650.root,7724,2.71934583,2.7296,2.7295996,7.00E-07,1.003770675,0.7724,0.77531247,3.64E+05
E651.root,7769,2.733798191,2.74325,2.7432476,7.00E-07,1.003456513,0.7769,0.779585365,3.56E+05
E652.root,7766,2.743972424,2.75696,2.7569638,7.00E-07,1.004734514,0.7766,0.780276824,3.54E+05
E653.root,7764,2.758669609,2.77075,2.7707486,7.00E-07,1.004378557,0.7764,0.779799511,3.55E+05
E654.root,7786,2.776029516,2.7846,2.7846024,7.00E-07,1.003088182,0.7786,0.781004458,3.53E+05
E655.root,7804,2.788592792,2.79853,2.7985254,7.00E-07,1.003561871,0.7804,0.783179684,3.49E+05
E656.root,7907,2.799317288,2.81252,2.812518,7.00E-07,1.00471569,0.7907,0.794428696,3.29E+05
E657.root,7848,2.802659079,2.81405,2.8140455,7.00E-07,1.004062721,0.7848,0.787988423,3.40E+05
E658.root,7856,2.809378792,2.82515,2.8251547,7.00E-07,1.005615444,0.7856,0.790011492,3.37E+05
E659.root,7781,2.816846306,2.82658,2.8265806,7.00E-07,1.003455742,0.7781,0.780788913,3.54E+05
E661.root,7804,2.828485532,2.84071,2.8407135,7.00E-07,1.00432315,0.7804,0.783773786,3.48E+05
E662.root,7729,2.84344713,2.85492,2.8549171,7.00E-07,1.004033826,0.7729,0.776017744,3.62E+05
E663.root,7895,2.856056419,2.86919,2.8691917,7.00E-07,1.004599097,0.7895,0.793130987,3.31E+05
E664.root,7813,2.867549289,2.88354,2.8835376,7.00E-07,1.005575601,0.7813,0.785656217,3.45E+05
E665.root,7912,2.887960346,2.89796,2.8979553,7.00E-07,1.003460904,0.7912,0.793938267,3.30E+05
E666.root,7920,2.898332365,2.91245,2.9124451,7.00E-07,1.00486926,0.792,0.795856454,3.26E+05
E667.root,7955,2.915623488,2.92701,2.9270073,7.00E-07,1.003904418,0.7955,0.798605964,3.21E+05
E668.root,8012,2.927497888,2.94164,2.9416424,7.00E-07,1.004831605,0.8012,0.805071082,3.10E+05
E669.root,8019,2.940256994,2.95635,2.9563506,7.00E-07,1.005473537,0.8019,0.806289229,3.08E+05
E670.root,8015,2.958774018,2.97113,2.9711323,7.00E-07,1.004176825,0.8015,0.804847725,3.10E+05
E672.root,8082,2.972330564,2.98599,2.985988,7.00E-07,1.004594858,0.8082,0.811913564,2.98E+05
E673.root,8026,2.987356242,3.00092,3.0009179,7.00E-07,1.004539686,0.8026,0.806243552,3.08E+05
E674.root,8115,2.997205273,3.01592,3.0159225,7.00E-07,1.006244893,0.8115,0.816567731,2.89E+05
E675.root,8068,3.018054164,3.031,3.0310021,7.00E-07,1.00429016,0.8068,0.810261301,3.01E+05
E676.root,8076,3.027521538,3.04616,3.0461571,7.00E-07,1.006155385,0.8076,0.812571089,2.97E+05
E677.root,8157,3.046943622,3.06139,3.0613879,7.00E-07,1.004740579,0.8157,0.819566891,2.84E+05
E678.root,8149,3.060444292,3.07669,3.0766949,7.00E-07,1.005309885,0.8149,0.819227025,2.85E+05
E679.root,8161,3.078617418,3.09208,3.0920783,7.00E-07,1.004372379,0.8161,0.819668298,2.84E+05
E680.root,8176,3.090322319,3.10754,3.1075387,7.00E-07,1.005571063,0.8176,0.822154901,2.80E+05
