File,Entries,Mean,Max Energy
E626.root,7312,2.4704345195347517,2.4828100000000006
E627.root,6546,1.0016599999999185,1.0016600000000002
E628.root,7360,2.4812311598520913,2.4952300000000003
E629.root,7414,2.4965654120305745,2.5077000000000007
E63.root,844,0.1713699999999984,0.17137
E630.root,7371,2.508750516030368,2.5202400000000003
E631.root,7522,2.5210141864722275,2.53284
E632.root,7439,2.5327975799438307,2.5455100000000006
E633.root,7502,2.548394304388868,2.5582300000000004
E634.root,7517,2.557637658183617,2.5710200000000007
E635.root,7546,2.560654512714301,2.5716600000000005
E636.root,7418,2.566855752387948,2.5781400000000003
E637.root,7431,2.5715484568703486,2.58388
E638.root,6586,1.0066699999999698,1.0066700000000002
E639.root,7523,2.5823551436941883,2.5968000000000004
E64.root,848,0.17222700000000174,0.172227
E640.root,7522,2.5992516919511046,2.6097800000000007
E641.root,7467,2.6114349943135817,2.6228300000000004
E642.root,7567,2.623179100641146,2.6359500000000007
E643.root,7597,2.6360217900599903,2.6491300000000004
E644.root,7588,2.6493725569169624,2.662370000000001
E645.root,7618,2.664767331219938,2.6756800000000003
E646.root,7623,2.6786558429070912,2.6890600000000004
E647.root,7718,2.691898863064169,2.7025100000000006
E648.root,7670,2.703818005176112,2.7160200000000003
E649.root,6616,1.0115476390532998,1.0116999999999998
E65.root,2097,0.10563999999999592,0.10564
E650.root,7724,2.7193458301879168,2.7296000000000005
E651.root,7769,2.7337981914805347,2.74325
E652.root,7766,2.7439724241886734,2.7569600000000007
E653.root,7764,2.758669609264029,2.7707500000000005
E654.root,7786,2.7760295156556376,2.7846
E655.root,7804,2.788592792130282,2.7985300000000004
E656.root,7907,2.7993172882768422,2.81252
E657.root,7848,2.8026590794457924,2.814050000000001
E658.root,7856,2.809378792406005,2.8251500000000003
E659.root,7781,2.816846306398569,2.8265800000000003
E66.root,783,0.17308800000000368,0.173088
E660.root,6613,1.0167600000001553,1.0167599999999999
E661.root,7804,2.8284855316303896,2.8407100000000005
E662.root,7729,2.8434471300240527,2.8549200000000003
E663.root,7895,2.8560564194601343,2.869190000000001
E664.root,7813,2.8675492888995633,2.8835400000000004
E665.root,7912,2.8879603460260017,2.8979600000000008
E666.root,7920,2.8983323652294093,2.9124500000000006
E667.root,7955,2.9156234878698726,2.9270100000000006
E668.root,8012,2.927497887505375,2.941640000000001
E669.root,8019,2.940256993828316,2.956350000000001
E67.root,830,0.1739529999999996,0.17395300000000002
E670.root,8015,2.9587740181321163,2.97113
E671.root,6757,1.0218400000001193,1.0218399999999999
E672.root,8082,2.9723305635645336,2.9859900000000006
E673.root,8026,2.987356242060126,3.0009200000000007
E674.root,8115,2.9972052725819855,3.015920000000001
E675.root,8068,3.0180541640059504,3.031
E676.root,8076,3.0275215381445046,3.0461600000000004
E677.root,8157,3.0469436216832837,3.0613900000000007
E678.root,8149,3.060444291723808,3.07669
E679.root,8161,3.078617417522891,3.0920800000000006
E68.root,805,0.1748230000000027,0.174823
E680.root,8176,3.0903223193236355,3.107540000000001
E681.root,8180,3.111246491864023,3.123080000000001
E682.root,6625,1.0269500000001364,1.02695
E683.root,8228,3.1251719814004177,3.1386900000000004
E684.root,8271,3.138663266622923,3.1543900000000007
E685.root,8275,3.1504942623722214,3.170160000000001
E686.root,8280,3.172033728211279,3.186010000000001
E687.root,8309,3.186081233121926,3.201940000000001
E688.root,8387,3.204697597397164,3.2179500000000005
E689.root,8353,3.2112812738663292,3.2340400000000002
E69.root,803,0.17569700000000088,0.175697
E690.root,8377,3.2319577125559498,3.2502100000000005
E691.root,8340,3.2519777674792105,3.2664600000000013
E692.root,8455,3.2696163458909484,3.2827900000000008
E693.root,6704,1.0320899999999136,1.03209
E694.root,8420,3.2797262330124983,3.2992000000000004
E695.root,8411,3.300601004116543,3.315700000000001
E696.root,8404,3.311982018530267,3.3322800000000004
E697.root,8437,3.329125146754077,3.3489400000000007
E698.root,8451,3.350446257822074,3.365690000000001
E699.root,8524,3.364153105475194,3.382510000000001
E7.root,2,0.0290833,0.0290833
E70.root,800,0.1765759999999993,0.176576
E700.root,8479,3.3768575786790036,3.3994300000000006
E701.root,8540,3.3961249006299177,3.416420000000001
E702.root,8556,3.4165265369413174,3.4335100000000014
E703.root,8526,3.431174366003682,3.450670000000001
E704.root,6750,1.0371016666667645,1.03725
E705.root,8578,3.450438682920932,3.467930000000001
E706.root,8572,3.4670383022813493,3.4852700000000008
E707.root,6785,1.0419896949153702,1.04244
E708.root,6047,0.9156540000000424,0.9156540000000001
E709.root,6813,1.0473411770539387,1.04765
E71.root,802,0.1774589999999991,0.17745900000000003
E710.root,6876,1.0525873851075669,1.05289
E711.root,6863,1.0578478595295637,1.05815
E712.root,6844,1.0631123958470048,1.0634400000000004
E713.root,6918,1.0684562243423907,1.06876
E714.root,6863,1.0739326730944907,1.0740999999999998
E715.root,6940,1.079142889244685,1.0794700000000002
E716.root,6969,1.084703198037121,1.08487
E717.root,6914,1.089660386340458,1.09029
E718.root,7034,1.0954561649509096,1.0957500000000004
E719.root,6081,0.9202320000000793,0.9202319999999999
E72.root,765,0.17834600000000211,0.178346
E720.root,7089,1.1007321157281058,1.10122
E721.root,7030,1.106140089578624,1.1067300000000002
E722.root,7130,1.1116468009777116,1.1122600000000002
E723.root,7201,1.117086565159389,1.11783
E724.root,7053,1.1226601684987778,1.1234100000000002
E725.root,7122,1.1282568812441254,1.1290300000000002
E726.root,7211,1.1342079471087845,1.1346800000000001
E727.root,7186,1.1386008701894195,1.1403500000000002
E728.root,7284,1.1449898309001363,1.1460500000000002
E729.root,7231,1.1505459151931496,1.1517800000000002
E73.root,818,0.1792379999999986,0.17923799999999998
E730.root,6185,0.9248330000000311,0.9248330000000001
E731.root,7344,1.156277118798495,1.15754
E732.root,7189,1.1615786816729097,1.1633300000000002
E733.root,7314,1.1671365492626544,1.1691500000000004
E734.root,7366,1.1733563466656078,1.17499
E735.root,7377,1.179683730219085,1.1808700000000003
E736.root,7392,1.1856956965207799,1.18677
E737.root,7436,1.191672104978692,1.1927000000000003
E738.root,7428,1.196942293126147,1.1986700000000001
E739.root,7410,1.2033898547085187,1.20466
E74.root,831,0.18013399999999985,0.180134
E740.root,7409,1.209305666607616,1.2106800000000002
E741.root,6187,0.9294579999999215,0.929458
E742.root,7469,1.2143265361529796,1.2167400000000002
E743.root,7485,1.2206785842638601,1.2228200000000002
E744.root,7546,1.2268290879925337,1.2289400000000001
E745.root,7460,1.2327415476313495,1.2350800000000002
E746.root,7525,1.2393930029891205,1.2412600000000003
E747.root,7654,1.2441481647732568,1.2474600000000002
E748.root,7639,1.252200846326085,1.2537
E749.root,7561,1.257773898454192,1.2599700000000003
E75.root,831,0.18103399999999967,0.181034
E750.root,7663,1.2637433981079642,1.2662700000000002
E751.root,7780,1.269925545692857,1.2726
E752.root,6224,0.9341050000000275,0.934105
E753.root,7787,1.2753416489357656,1.27896
E754.root,7717,1.2818860240042338,1.28536
E755.root,7767,1.2877053224992454,1.2917800000000002
E756.root,7741,1.295402575912297,1.2982400000000003
E757.root,7741,1.3011036792824928,1.3047300000000002
E758.root,7780,1.3082321694288153,1.3112600000000003
E759.root,7829,1.3149997945068104,1.3178100000000004
E76.root,2043,0.10616799999999724,0.10616800000000001
E760.root,7809,1.3208032168998305,1.3244
E761.root,7874,1.3288703978258491,1.3310200000000003
E762.root,7906,1.3335952728238019,1.3376800000000002
E763.root,6201,0.938774999999927,0.9387749999999999
E764.root,7958,1.340639607952656,1.3443700000000003
E765.root,7902,1.347715982654524,1.3510900000000003
E766.root,7893,1.3547112444683111,1.3578500000000002
E767.root,7971,1.3607018063507768,1.3646300000000002
E768.root,7979,1.3674534556400675,1.3714600000000006
E769.root,7969,1.3735406627841582,1.3783100000000001
E77.root,799,0.18193999999999808,0.18194000000000002
E770.root,8053,1.3811142488935604,1.3852100000000005
E771.root,8024,1.3872281147520467,1.39213
E772.root,8013,1.395469523330976,1.3990900000000004
E773.root,8088,1.4015365812670724,1.40609
E774.root,6250,0.9434689999998968,0.9434690000000001
E775.root,8070,1.4092256479506602,1.4131200000000002
E776.root,8083,1.4157297376436655,1.4201800000000002
E777.root,8161,1.4227358613275896,1.4272900000000004
E778.root,8103,1.4294250450331838,1.4344200000000003
E779.root,8095,1.436910106907868,1.4415900000000004
E78.root,835,0.1828490000000021,0.182849
E780.root,8232,1.442764444050209,1.4488000000000005
E781.root,8091,1.451940340576975,1.4560500000000003
E782.root,8187,1.4597300580896624,1.4633300000000005
E783.root,8232,1.4665086247563228,1.4706400000000004
E784.root,8239,1.4742018840845446,1.4780000000000004
E785.root,8700,3.4788551039504787,3.5026900000000007
E786.root,8620,3.502217090982785,3.5202100000000014
E787.root,8775,3.661442434582721,3.681820000000001
E788.root,8761,3.679897687202594,3.700230000000001
E789.root,8847,3.7010970572659825,3.718730000000001
E79.root,836,0.18376399999999724,0.18376399999999998
E790.root,8804,3.713498607216863,3.7373200000000004
E791.root,8866,3.731600984688678,3.7560100000000007
E792.root,8831,3.749690522297673,3.7747900000000008
E793.root,8907,3.7693058862331768,3.7936700000000005
E794.root,8880,3.790440027584957,3.812630000000001
E795.root,8876,3.8063722308501102,3.831700000000001
E796.root,8933,3.82441127730786,3.850860000000001
E797.root,8659,3.5196588518020917,3.5378100000000003
E798.root,8900,3.8449561813128477,3.8701100000000013
E799.root,8947,3.86459386636763,3.889460000000001
E8.root,14,0.031090000000000003,0.031090000000000003
E80.root,794,0.18468199999999943,0.18468200000000004
E800.root,8911,3.883543874365191,3.9089100000000006
E801.root,8980,3.906411663020116,3.9284500000000007
E802.root,8965,3.9176866200974194,3.9480900000000014
E803.root,9040,3.941692852348212,3.967830000000001
E804.root,8957,3.95732247547338,3.9876700000000014
E805.root,9014,4.028921099187598,4.05502
E806.root,9148,4.302215104996428,4.3348200000000014
E807.root,9285,4.5926457573926225,4.633920000000002
E808.root,8635,3.5291820290959817,3.555500000000001
E809.root,9446,4.921193751339708,4.953660000000002
E81.root,749,0.18560600000000377,0.185606
E810.root,9520,5.256811732796442,5.295470000000001
E811.root,9596,5.625728206491454,5.660860000000002
E812.root,8703,3.552788151256903,3.5732700000000017
E813.root,8763,3.570160737040636,3.5911400000000007
E814.root,8739,3.593064276650172,3.6091000000000006
E815.root,8743,3.6097170742515785,3.6271400000000007
E816.root,8747,3.628128955212448,3.6452800000000005
E817.root,8780,3.6435283888742145,3.663500000000001
E818.root,9670,6.005617006704688,6.051450000000002
E819.root,9688,6.431832169244848,6.469000000000001
E82.root,791,0.18653399999999756,0.186534
E820.root,9897,10.144471159066129,10.196600000000004
E821.root,9748,10.212575740540682,10.257800000000003
E822.root,9771,10.279014177950732,10.320000000000002
E823.root,9750,10.366062055914771,10.410900000000003
E824.root,9789,10.981173090329888,11.032100000000003
E825.root,9809,11.275461665718748,11.313100000000004
E826.root,9805,11.450562268582393,11.486300000000002
E827.root,9835,11.49362499148691,11.532500000000004
E828.root,9737,11.547708775128504,11.601700000000001
E829.root,9761,11.727255729631224,11.774900000000002
E83.root,765,0.18746699999999863,0.18746700000000002
E830.root,9745,6.873620979891106,6.915370000000002
E831.root,9771,11.750836998666202,11.793300000000002
E832.root,9761,11.813716560556655,11.857800000000003
E833.root,9782,11.995113829497479,12.039300000000003
E834.root,9762,12.04187458595875,12.087700000000002
E835.root,9742,12.118626161321979,12.160300000000001
E836.root,9750,12.297143673754565,12.341800000000003
E837.root,9772,12.54822504672928,12.607100000000003
E838.root,9808,13.425232651747,13.477000000000002
E839.root,9844,14.34559997978807,14.406900000000004
E84.root,749,0.1884040000000012,0.18840400000000004
E840.root,9855,15.34482127624986,15.401000000000003
E841.root,9792,7.3452508949888236,7.392530000000002
E842.root,9868,16.404216663710343,16.463600000000003
E843.root,9915,17.509430271516408,17.599600000000002
E844.root,9937,18.730397226419072,18.814000000000007
E845.root,9819,7.861376908437149,7.902610000000005
E846.root,9846,8.407235942996778,8.447890000000003
E847.root,9884,8.992222967797943,9.03079
E848.root,9879,9.610510408381375,9.653920000000001
E849.root,9891,9.955413543394778,10.002700000000003
E85.root,765,0.18934600000000043,0.18934600000000001
E850.root,9886,10.109030602742907,10.155800000000001
E851.root,9923,20.0439673837144,20.112200000000005
E852.root,9929,21.424207488378947,21.499900000000007
E853.root,9950,22.91061464870092,22.983400000000007
E854.root,9944,24.489845869263934,24.569200000000006
E855.root,9955,26.192552785460595,26.26450000000001
E856.root,9955,27.981967859964946,28.07680000000001
E857.root,9977,50.964694654567054,51.18540000000001
E858.root,9976,54.44140114454856,54.71720000000002
E859.root,9974,58.26580239855131,58.49270000000002
E86.root,755,0.1902929999999977,0.19029300000000002
E860.root,9968,62.24933748836877,62.528700000000036
E861.root,9973,66.4713345580958,66.84320000000002
E862.root,9971,67.8216994614881,68.13450000000002
E863.root,9972,68.83057780332818,69.1774
E864.root,9977,68.99454537618666,69.45550000000001
E865.root,9979,69.5315947878206,69.8726
E866.root,9984,70.60177356251269,70.91550000000002
E867.root,9958,29.92346337844029,30.01410000000001
E868.root,9986,71.13327660624175,71.45540000000001
E869.root,9981,76.01897143596432,76.3858
E87.root,2052,0.10669899999999821,0.106699
E870.root,9992,81.19938294332206,81.65640000000002
E871.root,9985,86.78840580452683,87.29070000000003
E872.root,9994,92.97485730622992,93.31370000000003
E873.root,9995,99.36300265995244,99.75240000000005
E874.root,9954,31.972043321347837,32.08500000000001
E875.root,9975,34.19126644710881,34.2989
E876.root,9965,36.557848287845786,36.665500000000016
E877.root,9972,39.090103135741934,39.195400000000014
E878.root,9976,41.75995474261355,41.89990000000001
E879.root,9963,44.64660121012194,44.79100000000001
E88.root,799,0.1912440000000004,0.19124400000000003
E880.root,9969,47.691480803084985,47.881600000000006
E881.root,9989,106.19735831915871,106.63500000000002
E882.root,9990,113.46607421951882,113.99300000000004
E883.root,9992,121.40333626206261,121.85900000000002
E884.root,9991,129.64893085903256,130.26700000000002
E885.root,9997,138.72018212497989,139.25500000000005
E886.root,9996,148.34000616832992,148.86400000000003
E887.root,9995,158.6207297550656,159.13600000000005
E888.root,9995,169.39413895845297,170.116
E889.root,9992,180.9128132747934,181.85400000000004
E89.root,803,0.19220000000000217,0.1922
E890.root,9994,193.37581194362033,194.40200000000007
E891.root,16,206.3508996031589,207.816
E892.root,26,219.49441007845522,222.155
E893.root,75,233.85147381083743,237.483
E894.root,167,247.58228024677774,253.87000000000003
E895.root,333,266.1806960159307,271.38700000000006
E896.root,521,285.1713354757648,290.11300000000006
E897.root,10,289.98852125973656,310.12999999999994
E898.root,17,321.52024185320107,331.529
E899.root,59,347.23828934535163,354.4050000000001
E9.root,19,0.032928,0.032928
E90.root,748,0.19316100000000266,0.193161
E900.root,101,361.09549766082546,378.85900000000004
E901.root,166,394.288963699549,405.0
E902.root,282,414.3175022179451,432.945
E91.root,746,0.1941269999999992,0.194127
E92.root,796,0.19509800000000138,0.195098
E93.root,841,0.19607300000000175,0.196073
E94.root,758,0.1970539999999992,0.197054
E95.root,810,0.19803899999999697,0.198039
E96.root,762,0.1990289999999982,0.19902900000000004
E97.root,768,0.20002400000000153,0.20002399999999998
E98.root,2023,0.10723200000000363,0.10723200000000002
E99.root,817,0.20102399999999862,0.201024
