File,Entries,Mean,Max Energy
E191.root,1098,0.29810400000000237,0.298104
E192.root,1135,0.2995940000000079,0.29959399999999997
E193.root,1177,0.3010919999999985,0.30109199999999997
E194.root,1130,0.3025979999999941,0.302598
E195.root,1159,0.304110999999997,0.304111
E196.root,1236,0.30563100000000415,0.305631
E197.root,1168,0.30715900000000784,0.30715899999999996
E198.root,1816,0.1121550000000012,0.112155
E199.root,1170,0.3086950000000001,0.30869500000000005
E2.root,49,0.006222000000000003,0.006222
E20.root,71,0.035769999999999996,0.03577
E200.root,1234,0.31023900000000604,0.310239
E201.root,1230,0.31178999999999235,0.31179
E202.root,1260,0.3133490000000025,0.313349
E203.root,1277,0.31491599999999625,0.314916
E204.root,1180,0.31648999999999233,0.31649
E205.root,1296,0.31807300000000915,0.31807300000000005
E206.root,1310,0.3196629999999947,0.31966300000000003
E207.root,1283,0.321260999999996,0.32126099999999996
E208.root,1346,0.3228680000000114,0.322868
E209.root,1817,0.11271600000000392,0.11271600000000001
E21.root,74,0.035778000000000046,0.035778
E210.root,1319,0.32448199999999305,0.324482
E211.root,1316,0.32610399999999085,0.32610399999999995
E212.root,1375,0.32773500000000544,0.327735
E213.root,1450,0.3293739999999881,0.329374
E214.root,1405,0.3310200000000088,0.33102
E215.root,1435,0.3326759999999951,0.33267599999999997
E216.root,1425,0.334339,0.334339
E217.root,1498,0.33601099999999584,0.336011
E218.root,1504,0.33769100000000574,0.33769099999999996
E219.root,1458,0.33937900000000526,0.339379
E22.root,59,0.036317499999999996,0.036317499999999996
E220.root,1848,0.11328000000000261,0.11327999999999999
E221.root,1476,0.34107599999999044,0.341076
E222.root,1560,0.3427809999999996,0.34278099999999995
E223.root,1533,0.3444949999999973,0.344495
E224.root,1511,0.3462180000000086,0.34621799999999997
E225.root,1545,0.34794900000001205,0.347949
E226.root,1587,0.34968900000000896,0.34968899999999997
E227.root,1624,0.3514369999999938,0.351437
E228.root,1597,0.35319399999999157,0.35319399999999995
E229.root,1634,0.3549600000000047,0.35495999999999994
E23.root,78,0.03646349999999999,0.0364635
E230.root,1680,0.3567349999999973,0.356735
E231.root,1766,0.11384599999999705,0.11384599999999999
E232.root,1691,0.3585190000000011,0.358519
E233.root,1629,0.3603110000000125,0.360311
E234.root,1642,0.3621130000000106,0.362113
E235.root,1678,0.36392299999999983,0.36392300000000005
E236.root,1669,0.3657429999999975,0.36574300000000004
E237.root,1716,0.3675719999999962,0.36757199999999995
E238.root,1678,0.3694100000000073,0.36941
E239.root,1715,0.37125700000001133,0.371257
E24.root,83,0.036682499999999965,0.0366825
E240.root,1740,0.37311299999999165,0.373113
E241.root,1783,0.3749780000000121,0.374978
E242.root,1720,0.11441500000000111,0.114415
E243.root,1732,0.37685299999999133,0.376853
E244.root,1738,0.3787379999999985,0.37873799999999996
E245.root,1764,0.3806309999999946,0.38063100000000005
E246.root,1818,0.3825349999999952,0.38253499999999996
E247.root,1860,0.38444700000001325,0.384447
E248.root,1861,0.3863689999999855,0.386369
E249.root,1847,0.3883009999999939,0.38830099999999995
E25.root,76,0.037230000000000055,0.03723
E250.root,1899,0.3902430000000158,0.39024300000000006
E251.root,1959,0.3921940000000104,0.392194
E252.root,1927,0.3941549999999912,0.394155
E253.root,1742,0.11498700000000446,0.11498700000000002
E254.root,2004,0.3961259999999885,0.396126
E255.root,1938,0.39810599999999147,0.39810600000000007
E256.root,1964,0.4000969999999897,0.4000970000000001
E257.root,1958,0.402097000000017,0.40209700000000004
E258.root,2002,0.4041079999999853,0.404108
E259.root,2070,0.4061279999999934,0.40612800000000004
E26.root,115,0.03797989999999993,0.0379799
E260.root,2124,0.40815899999998667,0.40815900000000005
E261.root,2183,0.4102000000000071,0.4102
E262.root,2027,0.41225099999999554,0.412251
E263.root,2147,0.4143119999999958,0.414312
E264.root,1756,0.11556200000000283,0.11556200000000001
E265.root,2184,0.41638399999999415,0.416384
E266.root,2179,0.41846599999999107,0.41846600000000006
E267.root,2193,0.4205580000000203,0.420558
E268.root,2214,0.4226609999999789,0.42266099999999995
E269.root,2228,0.4247739999999855,0.42477400000000004
E27.root,178,0.04060050000000003,0.0406005
E270.root,2318,0.42477699999997826,0.42477699999999996
E271.root,2224,0.42582300000001216,0.42582300000000006
E272.root,2275,0.42689800000002154,0.426898
E273.root,2091,0.42903200000000596,0.4290320000000001
E274.root,2173,0.4311780000000161,0.43117800000000006
E275.root,2181,0.10150799999999713,0.10150800000000001
E276.root,1694,0.11614000000000131,0.11614000000000001
E277.root,2105,0.43333299999997926,0.433333
E278.root,2189,0.4355000000000183,0.4355
E279.root,2203,0.4376780000000049,0.437678
E28.root,22,0.043402000000000024,0.043402
E280.root,2181,0.4398660000000219,0.43986600000000003
E281.root,2194,0.442064999999985,0.44206500000000004
E282.root,2246,0.4442759999999743,0.44427600000000006
E283.root,2210,0.4464970000000152,0.44649700000000003
E284.root,2182,0.4487289999999817,0.44872900000000004
E285.root,2204,0.45097299999998325,0.450973
E286.root,2297,0.4532279999999904,0.45322799999999996
E287.root,1726,0.11672100000000361,0.11672100000000002
E288.root,2354,0.4554940000000188,0.45549400000000007
E289.root,2383,0.45777199999998347,0.45777200000000007
E29.root,45,0.04586399999999995,0.045864
E290.root,2344,0.4600600000000044,0.46005999999999997
E291.root,2417,0.4623609999999983,0.46236099999999997
E292.root,2420,0.46467299999997347,0.46467300000000006
E293.root,2475,0.466996000000008,0.466996
E294.root,2424,0.46933100000000955,0.469331
E295.root,2435,0.47167800000000965,0.471678
E296.root,2393,0.4740359999999907,0.47403600000000007
E297.root,2545,0.47640599999999733,0.47640600000000005
E298.root,1625,0.1173039999999978,0.117304
E299.root,2546,0.4787879999999893,0.47878799999999994
E3.root,5,0.01069,0.01069
E30.root,57,0.04639669999999998,0.04639669999999999
E300.root,2497,0.48118199999999106,0.481182
E301.root,2642,0.4835880000000316,0.4835880000000001
E302.root,2686,0.4860060000000049,0.4860060000000001
E303.root,2619,0.4884360000000061,0.488436
E304.root,2676,0.49087799999999854,0.4908779999999999
E305.root,2638,0.4909219999999761,0.49092199999999997
E306.root,2603,0.49227800000001015,0.49227799999999994
E307.root,2730,0.4933329999999793,0.49333299999999997
E308.root,2709,0.4957990000000171,0.495799
E309.root,1666,0.11789099999999522,0.11789100000000001
E31.root,52,0.046566000000000024,0.046566
E310.root,2653,0.49827800000002204,0.498278
E311.root,2648,0.5007700000000158,0.5007699999999999
E312.root,2722,0.5032730000000193,0.5032730000000001
E313.root,2692,0.5057899999999987,0.50579
E314.root,2754,0.508319000000013,0.5083189999999999
E315.root,2786,0.5108600000000157,0.51086
E316.root,2766,0.5134149999999763,0.5134150000000001
E317.root,2839,0.515981999999973,0.515982
E318.root,2869,0.5185619999999793,0.518562
E319.root,2917,0.5211540000000195,0.521154
E32.root,51,0.04675319999999996,0.046753199999999995
E320.root,1639,0.11848000000000335,0.11848000000000002
E321.root,2894,0.523760000000023,0.52376
E322.root,2888,0.526378999999979,0.5263789999999999
E323.root,2946,0.5290110000000217,0.529011
E324.root,2994,0.5316560000000387,0.5316559999999999
E325.root,3020,0.5343139999999951,0.534314
E326.root,3088,0.5369860000000162,0.5369860000000002
E327.root,3102,0.5396709999999986,0.539671
E328.root,3152,0.542369000000007,0.542369
E329.root,3169,0.5450809999999853,0.545081
E33.root,1,0.013960099999999998,0.013960099999999998
E330.root,3104,0.5478060000000232,0.547806
E331.root,1609,0.11907299999999549,0.119073
E332.root,3213,0.55054500000004,0.5505450000000002
E333.root,3285,0.5532980000000277,0.5532980000000001
E334.root,3227,0.5560649999999905,0.5560650000000001
E335.root,3240,0.5588450000000161,0.558845
E336.root,3316,0.5616390000000128,0.561639
E337.root,3322,0.5644469999999767,0.564447
E338.root,3392,0.5672700000000069,0.5672699999999999
E339.root,3371,0.5701059999999559,0.5701060000000001
E34.root,42,0.04703400000000001,0.047034000000000006
E340.root,3346,0.57295599999998,0.5729560000000001
E341.root,3395,0.575820999999962,0.575821
E342.root,1610,0.11966799999999776,0.11966800000000002
E343.root,3487,0.5787000000000226,0.5786999999999999
E344.root,3351,0.5815939999999957,0.5815940000000002
E345.root,3400,0.5845019999999743,0.584502
E346.root,3554,0.5874240000000371,0.5874240000000001
E347.root,3608,0.5903610000000196,0.5903609999999999
E348.root,3739,0.5933130000000202,0.593313
E349.root,3630,0.594107999999994,0.5941080000000001
E35.root,61,0.047736,0.047736
E350.root,3601,0.5958929999999845,0.5958930000000001
E351.root,3587,0.5962799999999913,0.59628
E352.root,3548,0.5992610000000193,0.599261
E353.root,1623,0.12026599999999595,0.120266
E354.root,3578,0.6022579999999463,0.6022580000000001
E355.root,3640,0.6052689999999736,0.6052690000000001
E356.root,3630,0.6082949999999984,0.608295
E357.root,3727,0.6113370000000135,0.611337
E358.root,3701,0.6143930000000025,0.614393
E359.root,3780,0.6174650000000005,0.6174649999999999
E36.root,97,0.049598099999999944,0.04959809999999999
E360.root,3694,0.620553,0.620553
E361.root,3817,0.6236550000000205,0.6236550000000001
E362.root,3898,0.6267739999999953,0.626774
E363.root,3816,0.6299079999999351,0.629908
E364.root,1514,0.12086800000000138,0.12086799999999999
E365.root,3820,0.6330570000000074,0.633057
E366.root,3902,0.6362220000000447,0.6362220000000001
E367.root,3993,0.6394029999999905,0.6394030000000002
E368.root,3925,0.6425999999999888,0.6426000000000001
E369.root,4017,0.645813000000047,0.6458130000000001
E37.root,8,0.05302040000000001,0.0530204
E370.root,3944,0.6490429999999376,0.6490429999999999
E371.root,4026,0.6522880000000488,0.652288
E372.root,4015,0.6555490000000308,0.655549
E373.root,4050,0.6588270000000295,0.658827
E374.root,4132,0.6621209999999804,0.6621210000000001
E375.root,1519,0.12147200000000206,0.12147199999999998
E376.root,4186,0.6654319999999491,0.665432
E377.root,4206,0.6687590000000099,0.6687590000000001
E378.root,4255,0.6721030000000014,0.672103
E379.root,4197,0.6754630000000279,0.675463
E38.root,6,0.05667880000000001,0.0566788
E380.root,4368,0.6788400000000286,0.67884
E381.root,4305,0.6822350000000609,0.682235
E382.root,4364,0.685645999999943,0.685646
E383.root,4433,0.6890739999999295,0.689074
E384.root,4416,0.6925190000000321,0.6925190000000001
E385.root,4351,0.6959820000000396,0.6959820000000001
E386.root,2193,0.10201499999999633,0.10201500000000001
E387.root,1507,0.12207900000000375,0.12207899999999998
E388.root,4515,0.6994620000000321,0.699462
E389.root,4434,0.7029590000000498,0.702959
E39.root,464,0.07864199999999973,0.07864199999999999
E390.root,4495,0.7064740000000419,0.7064739999999999
E391.root,4571,0.7100059999999355,0.710006
E392.root,4568,0.7135560000000389,0.713556
E393.root,4642,0.7171239999999245,0.717124
E394.root,4664,0.720710000000045,0.7207100000000001
E395.root,4613,0.7243130000000525,0.7243130000000001
E396.root,4725,0.7279349999999223,0.7279350000000001
E397.root,4735,0.731574999999926,0.7315749999999999
E398.root,1459,0.12269000000000334,0.12269000000000001
E399.root,4757,0.7352329999999802,0.735233
E4.root,2,0.0114276,0.0114276
E40.root,480,0.07912410000000066,0.0791241
E400.root,4753,0.738909000000043,0.738909
E401.root,4865,0.742603000000042,0.7426030000000001
E402.root,4788,0.7463160000000776,0.7463160000000001
E403.root,4892,0.7500479999999744,0.7500480000000002
E404.root,4988,0.7537980000000706,0.7537980000000002
E405.root,4872,0.7575670000000768,0.757567
E406.root,4931,0.7613550000000647,0.761355
E407.root,5078,0.7651620000000502,0.765162
E408.root,5043,0.7689869999999487,0.7689870000000001
E409.root,1440,0.12330300000000054,0.12330300000000001
E41.root,549,0.08458370000000075,0.0845837
E410.root,5047,0.7728320000000779,0.772832
E411.root,5053,0.7766969999999036,0.776697
E412.root,5105,0.7805800000000712,0.78058
E413.root,5243,0.7844829999999378,0.784483
E414.root,5153,0.7884049999998984,0.788405
E415.root,5210,0.7923470000000387,0.7923470000000001
E416.root,5248,0.7963089999999367,0.796309
E417.root,5272,0.800291000000001,0.8002910000000001
E418.root,5263,0.8042919999999097,0.804292
E419.root,5348,0.808313999999963,0.8083140000000001
E42.root,591,0.0904200000000012,0.09042000000000001
E420.root,1486,0.1239199999999984,0.12391999999999999
E421.root,5359,0.8123550000000234,0.812355
E422.root,5465,0.8164170000000012,0.8164170000000001
E423.root,5451,0.820498999999986,0.8204990000000001
E424.root,5475,0.8246009999999427,0.8246010000000001
E425.root,5399,0.8287249999999711,0.8287249999999999
E426.root,5507,0.8328680000000159,0.832868
E427.root,5523,0.8370319999999838,0.8370320000000001
E428.root,5558,0.8412179999999683,0.8412179999999999
E429.root,5549,0.84542400000007,0.845424
E43.root,541,0.09665890000000088,0.09665890000000002
E430.root,5618,0.8496510000000591,0.849651
E431.root,1387,0.12453899999999879,0.12453900000000001
E432.root,5543,0.8538990000000293,0.853899
E433.root,5611,0.8581690000000661,0.858169
E434.root,5726,0.8624589999999502,0.8624590000000001
E435.root,5793,0.866772000000013,0.866772
E436.root,5673,0.8711059999999705,0.8711059999999999
E437.root,5792,0.8754609999999776,0.8754610000000002
E438.root,5890,0.8798379999999089,0.879838
E439.root,5830,0.884237999999981,0.8842380000000001
E44.root,41,0.06058959999999999,0.06058959999999999
E440.root,5923,0.8886590000001048,0.888659
E441.root,5934,0.8931019999999991,0.893102
E442.root,1400,0.12516199999999864,0.125162
E443.root,5922,0.8975680000000359,0.897568
E444.root,1426,0.12578799999999998,0.12578799999999998
E445.root,1424,0.12641700000000292,0.126417
E446.root,1404,0.12704899999999955,0.12704899999999997
E447.root,1351,0.12768399999999797,0.127684
E448.root,2233,0.10252500000000625,0.102525
E449.root,1380,0.12832299999999705,0.12832300000000002
E45.root,90,0.06477030000000011,0.06477030000000002
E450.root,1332,0.12896399999999827,0.128964
E451.root,1324,0.12960899999999798,0.129609
E452.root,1307,0.13025700000000026,0.13025699999999998
E453.root,1331,0.13090800000000302,0.130908
E454.root,1291,0.1315629999999999,0.13156299999999999
E455.root,1253,0.1322209999999979,0.13222099999999998
E456.root,1199,0.1328819999999974,0.13288200000000003
E457.root,1201,0.13354599999999778,0.13354599999999997
E458.root,1243,0.13421399999999672,0.134214
E459.root,2178,0.10303799999999835,0.103038
E46.root,219,0.06923940000000028,0.06923939999999999
E460.root,1225,0.1348849999999977,0.134885
E461.root,1186,0.1355590000000006,0.13555899999999999
E462.root,1160,0.13623699999999692,0.13623700000000002
E463.root,1137,0.1369179999999996,0.136918
E464.root,1145,0.13760300000000142,0.13760300000000003
E465.root,1189,0.13829100000000064,0.13829100000000003
E466.root,1127,0.13898199999999877,0.138982
E467.root,1111,0.13967700000000327,0.139677
E468.root,1107,0.14037600000000264,0.140376
E469.root,1099,0.14107799999999607,0.14107799999999998
E47.root,351,0.07401690000000015,0.0740169
E470.root,2199,0.10355300000000349,0.10355300000000002
E471.root,1129,0.14178300000000163,0.14178299999999996
E472.root,1026,0.1424920000000019,0.14249200000000004
E473.root,1093,0.14320399999999792,0.14320400000000003
E474.root,1068,0.14391999999999944,0.14392000000000002
E475.root,1061,0.14464000000000016,0.14464000000000002
E476.root,1061,0.1453630000000025,0.14536300000000002
E477.root,1032,0.14608999999999867,0.14609000000000003
E478.root,1049,0.14682099999999965,0.14682099999999998
E479.root,1063,0.1475550000000003,0.147555
E48.root,400,0.0755580000000002,0.075558
E480.root,984,0.14829199999999848,0.148292
E481.root,2096,0.10407100000000302,0.10407100000000001
E482.root,1029,0.1490340000000003,0.14903400000000003
E483.root,950,0.1497789999999978,0.149779
E484.root,972,0.15052799999999894,0.15052800000000002
E485.root,977,0.15128099999999997,0.15128100000000003
E486.root,976,0.15203700000000403,0.15203699999999998
E487.root,1002,0.15279700000000146,0.152797
E488.root,1007,0.15356099999999848,0.15356100000000003
E489.root,895,0.1543290000000006,0.15432900000000002
E49.root,438,0.07671450000000056,0.0767145
E490.root,971,0.15510100000000135,0.15510100000000004
E491.root,935,0.15587600000000326,0.15587600000000004
E492.root,2086,0.10459099999999925,0.10459100000000002
E493.root,915,0.1566550000000006,0.15665500000000002
E494.root,929,0.1574389999999991,0.15743900000000005
E495.root,925,0.15822600000000103,0.15822600000000003
E496.root,881,0.15901700000000268,0.15901700000000002
E497.root,902,0.15981200000000004,0.159812
E498.root,887,0.16061100000000073,0.160611
E499.root,906,0.16141399999999836,0.16141400000000003
E5.root,1,0.023807299999999997,0.023807299999999997
E50.root,462,0.07702289999999987,0.0770229
E500.root,901,0.162221,0.16222100000000003
E501.root,925,0.1630319999999989,0.16303199999999998
E502.root,851,0.16384800000000135,0.16384800000000002
E503.root,6076,0.9020549999999025,0.9020550000000002
E504.root,6052,0.9065659999999752,0.9065660000000001
E505.root,6250,0.9481869999999656,0.948187
E506.root,8287,1.4813231177383435,1.48539
E507.root,8315,1.4883107793532087,1.4928100000000002
E508.root,8318,1.4950316997291864,1.5002800000000003
E509.root,8358,1.502173010448326,1.5077800000000003
E51.root,462,0.07748550000000086,0.0774855
E510.root,8320,1.510774928355996,1.5153200000000002
E511.root,8295,1.5176004675241486,1.5228900000000003
E512.root,8385,1.5247820892354436,1.5305100000000003
E513.root,8381,1.532467822932471,1.5381600000000002
E514.root,8339,1.5420925836587178,1.5458500000000002
E515.root,8429,1.5478388526330216,1.5535800000000004
E516.root,6311,0.9529279999999487,0.952928
E517.root,8388,1.5561994245292043,1.5613500000000005
E518.root,8416,1.5637626677837613,1.5691600000000003
E519.root,8479,1.5706168973212673,1.5770000000000004
E52.root,2295,0.09999999999999619,0.09999999999999999
E520.root,8469,1.5784038365247264,1.5848900000000001
E521.root,8521,1.585877763909972,1.5928100000000005
E522.root,8469,1.5943844216902907,1.6007800000000003
E523.root,8509,1.6030661157669246,1.6087800000000003
E524.root,8482,1.6101175132376238,1.6168200000000006
E525.root,8553,1.6183542681909036,1.6249100000000003
E526.root,8545,1.6265875806777808,1.6330300000000004
E527.root,6342,0.9576919999999564,0.957692
E528.root,8538,1.6346797983964216,1.6412000000000004
E529.root,8558,1.6403090290386146,1.6494000000000004
E53.root,2239,0.10050000000000334,0.1005
E530.root,8579,1.650286701228544,1.65765
E531.root,8587,1.6592410066613197,1.6659400000000004
E532.root,8608,1.6677447124331368,1.6742700000000004
E533.root,8674,1.6755949586911152,1.6826400000000001
E534.root,8636,1.684748558144468,1.6910500000000004
E535.root,8669,1.6934672586017177,1.6995100000000003
E536.root,8649,1.7026762103747586,1.7080100000000003
E537.root,8640,1.7083945337044146,1.7165500000000002
E538.root,6394,0.9624809999998719,0.962481
E539.root,8726,1.717944377468806,1.7251300000000005
E54.root,2045,0.10511399999999461,0.10511400000000001
E540.root,8688,1.7275146577203715,1.73375
E541.root,8706,1.73496211343772,1.7424200000000003
E542.root,8737,1.7436896287080705,1.7511300000000005
E543.root,8736,1.7523025283861748,1.7598900000000002
E544.root,8799,1.76207176355115,1.7686900000000008
E545.root,8775,1.7698327038195414,1.7775300000000003
E546.root,8819,1.7786083316639225,1.7864200000000003
E547.root,8847,1.7873485735027204,1.7953500000000002
E548.root,8825,1.795675751561679,1.8043300000000002
E549.root,6424,0.9672929999999392,0.9672930000000002
E55.root,899,0.16466699999999918,0.164667
E550.root,8827,1.8007424671037064,1.8088500000000005
E551.root,8889,1.8009542517435877,1.8095500000000002
E552.root,6980,1.8059151516394627,1.8133500000000005
E553.root,6930,1.8149396748884714,1.8224200000000004
E554.root,6950,1.824472301570709,1.83153
E555.root,7037,1.8326118447714734,1.84069
E556.root,7025,1.8420421823144777,1.8498900000000003
E557.root,7100,1.8498861852252784,1.8591400000000005
E558.root,7119,1.8599781155016095,1.8684400000000003
E559.root,7056,1.862172872885115,1.87094
E56.root,858,0.16549000000000244,0.16549000000000003
E560.root,6363,0.9721300000000878,0.97213
E561.root,7030,1.8656612818380078,1.8722600000000003
E562.root,6449,1.8680996176487692,1.8777800000000002
E563.root,6500,1.879275901554376,1.88717
E564.root,6431,1.8884977993277083,1.8966000000000005
E565.root,6594,1.897765948407731,1.9060900000000005
E566.root,6480,1.904951749651675,1.9156200000000003
E567.root,6388,1.9148059961015704,1.9251900000000004
E568.root,6435,1.9270504515534084,1.9348200000000002
E569.root,6408,1.9354173703055322,1.94449
E57.root,910,0.1663179999999995,0.166318
E570.root,6423,1.9460906522666699,1.9542200000000003
E571.root,6525,0.9769900000000596,0.97699
E572.root,6343,1.9544290353954479,1.9639900000000006
E573.root,6425,1.9642565476464877,1.9738100000000003
E574.root,6411,1.9770440740464916,1.9836800000000006
E575.root,6393,1.9860552429208045,1.9936000000000003
E576.root,6424,1.993353401847912,2.0035600000000002
E577.root,6379,2.0049679973741443,2.0135800000000006
E578.root,6529,2.0119117407521383,2.0236500000000004
E579.root,6553,2.0235169900018404,2.03377
E58.root,840,0.16714899999999752,0.167149
E580.root,6475,2.03321489398175,2.04394
E581.root,6535,2.043825014211041,2.05416
E582.root,6432,0.9818750000001099,0.981875
E583.root,6535,2.0526863777543576,2.06443
E584.root,6605,2.06549406280371,2.0747500000000003
E585.root,6675,2.073795279242841,2.0851200000000003
E586.root,6723,2.0880727799187744,2.0955500000000007
E587.root,6719,2.096285794274024,2.10603
E588.root,6781,2.1071293503249247,2.11656
E589.root,6782,2.117871525816636,2.1271400000000003
E59.root,868,0.16798499999999966,0.167985
E590.root,6759,2.126314294385669,2.1377700000000006
E591.root,6827,2.137575390265294,2.1484600000000005
E592.root,6967,2.149718242487342,2.1592100000000003
E593.root,6453,0.9867850000000498,0.986785
E594.root,6898,2.1595089797198166,2.1700000000000004
E595.root,6924,2.1720373436424176,2.180850000000001
E596.root,6900,2.1835725247875484,2.1917600000000004
E597.root,6964,2.190509184072683,2.2027100000000006
E598.root,7064,2.2038331143951275,2.2137300000000004
E599.root,7048,2.215664239991243,2.2248
E6.root,2,0.0272061,0.0272061
E60.root,821,0.16882499999999842,0.168825
E600.root,7063,2.225620663079071,2.2359200000000006
E601.root,7126,2.237365014518693,2.2471000000000005
E602.root,7105,2.2468318848152276,2.25834
E603.root,7186,2.2598496224497433,2.2696300000000007
E604.root,6581,0.9917180000001479,0.9917179999999999
E605.root,7228,2.2681827676197113,2.2786500000000003
E606.root,7204,2.267778054964442,2.280980000000001
E607.root,6880,2.2717645474023045,2.2833500000000004
E608.root,6948,2.2785391256516996,2.2923800000000005
E609.root,6896,2.291605302122933,2.3038400000000006
E61.root,827,0.16966899999999913,0.16966900000000001
E610.root,6972,2.305607184296697,2.3153600000000005
E611.root,6957,2.316259242832215,2.3269400000000005
E612.root,6922,2.3273435141015675,2.3385700000000003
E613.root,7060,2.339864760058732,2.3502700000000005
E614.root,7085,2.3499392308674136,2.3620200000000007
E615.root,6047,0.911098999999939,0.9110990000000001
E616.root,6497,0.9966770000000736,0.9966769999999998
E617.root,7110,2.3636188779666885,2.3738300000000003
E618.root,7145,2.373932806809209,2.3857
E619.root,7108,2.38863012931524,2.3976300000000004
E62.root,803,0.17051700000000036,0.17051700000000003
E620.root,7209,2.400090294361462,2.4096100000000003
E621.root,7210,2.408790619834231,2.4216600000000006
E622.root,7312,2.42257803955622,2.433770000000001
E623.root,7309,2.435310223214054,2.4459400000000007
E624.root,7258,2.445214327835396,2.4581700000000004
E625.root,7340,2.4574942270843607,2.47046
